market,volume_usd,weight,corr_with_aggregate
fed_hike_2026,8206363.56,0.82064390346198,0.9926589679859846
us_recession_2026,1717659.17,0.17176749674566755,-0.618936146964449
korea_trade_deal_2027,59656.99,0.005965753867038314,-0.006708390219199054
us_debt_default_2027,16228.31,0.001622845925313975,-0.29959108163329173
